crop,price,location,state,date,seasonality,marketing_spend,competitor_price,special_event,supply,demand
Jowar,4906,Rajkot,Gujarat,2023-07-14,0.9,118395.94794887412,5324.559233500836,0,40339.209704443834,35132.46582237288
Jowar,4838,Rajkot,Gujarat,2023-08-13,0.9,150324.81096686944,4985.0310242066835,0,27205.694640905367,43182.30824773767
Jowar,5010,Rajkot,Gujarat,2023-09-12,1.0,208731.24617406246,5423.485716692357,0,33457.574658648125,65939.63019286522
Jowar,5519,Rajkot,Gujarat,2023-10-12,1.0,139219.67601842154,5887.086505834438,0,50260.75571741856,61424.37937091111
Jowar,5606,Rajkot,Gujarat,2023-11-11,1.2,211385.08277980142,5816.3174355487,0,56894.4388289729,88514.00216683678
Jowar,5021,Rajkot,Gujarat,2023-12-11,1.2,205149.1426454175,4876.50154429694,0,36007.68416918424,86366.0482770276
Jowar,3325,Patan,Gujarat,2022-01-15,1.2,100799.39416037229,3152.8384477106706,0,40983.19786032813,25100.740968829938
Jowar,3136,Patan,Gujarat,2022-02-14,1.2,128000.29519367895,2961.8839083531466,0,34193.83454174974,44805.374650143465
Jowar,2754,Patan,Gujarat,2022-03-15,1.0,128133.2114081383,3003.0573496709203,0,32821.08501722067,28296.910046254256
Jowar,2890,Patan,Gujarat,2022-04-15,1.0,98732.52172502199,3155.055681328769,0,35626.928183599644,36030.81164901441
Jowar,2975,Patan,Gujarat,2022-05-15,1.0,93674.65754004587,3108.774667246964,0,36500.880072785454,30166.176099262942
Jowar,2883,Patan,Gujarat,2022-06-14,0.9,79382.69013347813,3104.2967644184973,0,41406.62337150527,28844.949245800464
Jowar,3125,Patan,Gujarat,2022-07-14,0.9,119144.26373718477,3386.8726019244127,0,23038.135434833344,42390.86607576442
Jowar,3400,Patan,Gujarat,2022-08-13,0.9,157744.90889994902,3407.8582136331324,0,26185.29173386312,47090.55530752055
Jowar,3400,Patan,Gujarat,2022-09-12,1.0,101115.4492528898,3487.7605896251175,0,20202.836312073123,35359.25394928114
Jowar,3215,Patan,Gujarat,2022-10-12,1.0,102516.91634162293,3162.759142162698,0,35126.65139140996,26549.35653808328
Jowar,2850,Patan,Gujarat,2022-11-11,1.2,91766.48175052361,2803.5397356426,0,25512.786967679167,23106.30564909696
Jowar,3250,Patan,Gujarat,2022-12-11,1.2,119679.20332330791,2949.9787971189994,0,32376.46362170229,54725.92943531256
Jowar,3790,Patan,Gujarat,2023-01-15,1.2,101770.09893021776,3739.836667047483,0,25386.233247365897,31697.400877204305
Jowar,4103,Patan,Gujarat,2023-02-14,1.2,183265.9711068253,4245.365739327718,1,47145.942080943845,63244.416225264154
Jowar,4821,Patan,Gujarat,2023-03-15,1.0,139172.95739543551,4745.775204559956,0,53947.92337642794,65770.74576466571
Jowar,4583,Patan,Gujarat,2023-04-15,1.0,188640.3163713848,4924.350709825419,0,35050.07028629445,70627.30046897265
Jowar,3576,Patan,Gujarat,2023-05-15,1.0,126577.78477811035,3456.2490235614996,0,34523.30084963641,38825.865367145874
Jowar,4440,Patan,Gujarat,2023-06-14,0.9,166841.5607665872,4113.821657346035,0,61906.961651963225,59414.82743988375
Jowar,4435,Patan,Gujarat,2023-07-14,0.9,112596.94270097265,4711.352558676676,0,56479.68217234917,38044.32657453325
Jowar,4068,Patan,Gujarat,2023-08-13,0.9,171062.2311056639,4209.524026352143,1,29572.076906732334,37881.502711016634
Jowar,4770,Patan,Gujarat,2023-09-12,1.0,122391.59627500051,4523.695786133835,0,65771.37646423109,35268.50532371106
Jowar,3878,Patan,Gujarat,2023-10-12,1.0,90761.52300157626,3906.271594186356,0,22000.39710928743,40402.66753534928
Jowar,3818,Patan,Gujarat,2023-11-11,1.2,138976.66991726164,3743.05444575022,0,34893.79265199564,34954.11686274439
Jowar,4451,Patan,Gujarat,2023-12-11,1.2,183732.44669261583,4841.672972983023,0,25821.0623076895,56970.48706420949
Jowar,2350,Bengaluru,Karnataka,2022-01-15,1.2,50527.52646865034,2400.4460827326957,0,33469.03356338248,19222.377435985436
Jowar,2413,Bengaluru,Karnataka,2022-02-14,1.2,53283.526848545844,2248.138657448842,0,13047.149921117645,18970.34321381805
Jowar,2575,Bengaluru,Karnataka,2022-03-15,1.0,113506.96531903224,2576.1064531080474,0,16769.437624778733,21286.815426461366
Jowar,3140,Bengaluru,Karnataka,2022-04-15,1.0,139010.8802935907,3367.685690824979,0,44432.25423646771,50777.99763817111
Jowar,2900,Bengaluru,Karnataka,2022-05-15,1.0,79341.51038414006,2999.4680686188276,0,31382.571702118254,28194.336001396732
Jowar,2613,Bengaluru,Karnataka,2022-06-14,0.9,100487.73881750794,2791.9654549691577,0,33843.26178926543,35277.19953736903
Jowar,2780,Bengaluru,Karnataka,2022-07-14,0.9,92561.2182670646,2641.222018509296,0,14356.107935277905,16815.084322484276
Jowar,2838,Bengaluru,Karnataka,2022-08-13,0.9,110627.7409650951,3058.428241612185,0,26083.9181023599,20338.335080571444
Jowar,2790,Bengaluru,Karnataka,2022-09-12,1.0,128022.99607910514,2932.6311231578884,0,41416.591084652435,31672.084385035603
Jowar,2775,Bengaluru,Karnataka,2022-10-12,1.0,62148.04734647285,2902.047134268134,0,29964.979082336828,20840.008335511324
Jowar,2850,Bengaluru,Karnataka,2022-11-11,1.2,123517.66842201285,2762.5284097652093,0,38465.95947509769,35900.06185279459
Jowar,3426,Bengaluru,Karnataka,2022-12-11,1.2,119193.53136267242,3691.623305288714,0,50141.54767848706,43142.31138272106
Jowar,3519,Bengaluru,Karnataka,2023-01-15,1.2,129934.88145295395,3616.109885809346,0,41701.57551249849,31905.423831926353
Jowar,2813,Bengaluru,Karnataka,2023-02-14,1.2,111445.26747184478,3010.944889683013,0,23281.244887429173,28714.987497590366
Jowar,3000,Bengaluru,Karnataka,2023-03-15,1.0,143036.08342161967,2916.5828735917635,0,24258.208028134017,32898.94652481412
Jowar,3200,Bengaluru,Karnataka,2023-04-15,1.0,69445.11554096683,2973.2173382811884,0,18280.877052046973,35701.463571606466
Jowar,3175,Bengaluru,Karnataka,2023-05-15,1.0,66307.62253985363,3068.5341094399046,1,29456.764238693657,33155.83379297055
Jowar,3380,Bengaluru,Karnataka,2023-06-14,0.9,85675.74464296162,3349.7586988256235,0,47840.16224801956,31831.659573856312
Jowar,3700,Bengaluru,Karnataka,2023-07-14,0.9,183495.69758896774,3724.7214576076644,0,36188.30978397729,58323.94754883899
Jowar,3875,Bengaluru,Karnataka,2023-08-13,0.9,160627.6277076664,3883.377142176442,0,54676.05276741276,40919.8357222894
Jowar,3580,Bengaluru,Karnataka,2023-09-12,1.0,137612.4561864535,3612.9750881845807,0,47153.681209570954,31140.585394264435
Jowar,3500,Bengaluru,Karnataka,2023-10-12,1.0,74939.10060854853,3739.194035656064,0,51946.54896514813,30402.336027368765
Jowar,3525,Bengaluru,Karnataka,2023-11-11,1.2,163465.90617668105,3292.42137856266,0,51031.258686695226,37222.50025561847
Jowar,3790,Bengaluru,Karnataka,2023-12-11,1.2,168210.45421988703,3650.566881738004,0,45725.71589710831,52042.3008686425
Jowar,3138,Mumbai,Maharashtra,2022-01-15,1.2,125344.27612964738,3381.890688597289,0,43028.798462168095,51064.0802280576
Jowar,3025,Mumbai,Maharashtra,2022-02-14,1.2,91276.12150523676,3061.5772137577897,0,37754.35047437936,29377.965861169214
Jowar,2700,Mumbai,Maharashtra,2022-03-15,1.0,59710.901401028845,2745.030529999569,0,32491.65189533988,15435.203718793531
Jowar,3050,Mumbai,Maharashtra,2022-04-15,1.0,114073.5216429344,3036.618152214511,0,37074.56712588297,44476.48059555385
Jowar,3475,Mumbai,Maharashtra,2022-05-15,1.0,144528.15907479232,3509.037371315367,0,42431.26771868918,49009.756267880985
Jowar,3488,Mumbai,Maharashtra,2022-06-14,0.9,79621.31027393916,3277.3804200387267,0,30674.135133730815,28968.071619938943
Jowar,3510,Mumbai,Maharashtra,2022-07-14,0.9,136935.73457678163,3542.9005633915262,0,32417.040803445703,48820.0850515893
Jowar,3463,Mumbai,Maharashtra,2022-08-13,0.9,99010.5707927969,3807.3421083912394,0,27498.684242162522,24053.563839704686
Jowar,3580,Mumbai,Maharashtra,2022-09-12,1.0,153679.82935900777,3627.2900622137163,0,23207.728609033595,42030.015838917854
Jowar,3600,Mumbai,Maharashtra,2022-10-12,1.0,130278.5118649984,3271.9697752363422,0,34503.96241203092,29944.45904510861
Jowar,3800,Mumbai,Maharashtra,2022-11-11,1.2,90710.19381038978,4025.2910897065017,0,53198.072992346744,33434.401625129394
Jowar,3940,Mumbai,Maharashtra,2022-12-11,1.2,141034.5987220685,3858.42263783403,0,45359.82944074246,38524.491685104615
Jowar,3863,Mumbai,Maharashtra,2023-01-15,1.2,123121.94509556903,3595.430192332307,0,21485.247295910634,48314.559348945404
Jowar,3975,Mumbai,Maharashtra,2023-02-14,1.2,101007.449217587,4263.203245950221,0,52120.197796444925,25686.78151964736
Jowar,4080,Mumbai,Maharashtra,2023-03-15,1.0,184601.52462520386,3833.5461765165337,0,58564.382310474015,57704.794678250415
Jowar,4150,Mumbai,Maharashtra,2023-04-15,1.0,84373.04183814245,4499.236933582583,0,55171.031259450974,27167.79500950597
Jowar,4225,Mumbai,Maharashtra,2023-05-15,1.0,124062.25909429994,4175.818034424002,0,51863.62474808031,27237.902789973403
Jowar,4070,Mumbai,Maharashtra,2023-06-14,0.9,82937.85416048701,4267.631739486255,0,26459.900109602186,31923.51244231163
Jowar,4575,Mumbai,Maharashtra,2023-07-14,0.9,104676.95340796946,4618.001203059746,0,38841.74507055591,42455.343430805544
Jowar,4875,Mumbai,Maharashtra,2023-08-13,0.9,140950.3220540631,4637.711133817347,0,51932.73580696647,50033.71066060627
Jowar,4940,Mumbai,Maharashtra,2023-09-12,1.0,106842.98967470517,5109.037092401968,0,28496.92250129244,27481.994487535827
Jowar,5000,Mumbai,Maharashtra,2023-10-12,1.0,189494.57985357117,5457.912550890148,0,30313.510706789242,66289.52729605835
Jowar,5000,Mumbai,Maharashtra,2023-11-11,1.2,113029.43619792743,5269.636966791413,0,71712.6961005575,41629.37420906304
Jowar,5500,Mumbai,Maharashtra,2023-12-11,1.2,225782.7496209057,5614.419796232696,0,66148.0156301791,84860.73672615993
Jowar,1979,Jaipur,Rajasthan,2022-01-15,1.2,42705.36222667455,2173.190605251626,0,15338.972641354743,21045.647953765416
Jowar,1983,Jaipur,Rajasthan,2022-02-14,1.2,43188.28615171725,1889.9285562681087,0,16406.554942567527,18967.432532162697
Jowar,1988,Jaipur,Rajasthan,2022-03-15,1.0,57969.636618344004,1813.9869755927964,0,17582.45456908977,18179.567964491114
Jowar,2037,Jaipur,Rajasthan,2022-04-15,1.0,95529.48589087256,1846.3901148556304,0,11714.202229828465,34870.05345997263
Jowar,2131,Jaipur,Rajasthan,2022-05-15,1.0,83624.27039088162,2220.7951742679597,0,26406.861842604463,16553.84931704461
Jowar,2133,Jaipur,Rajasthan,2022-06-14,0.9,91940.70137053155,2273.877126795597,0,14436.869477905417,35468.23981726953
Jowar,2162,Jaipur,Rajasthan,2022-07-14,0.9,52421.0698206851,2220.4174724083095,0,28216.694936623753,18019.76071285208
Jowar,2188,Jaipur,Rajasthan,2022-08-13,0.9,98511.99343834922,2365.2396390411436,0,29447.68876351931,23072.802896754703
Jowar,2259,Jaipur,Rajasthan,2022-09-12,1.0,45732.07124012332,2348.445578188176,0,25717.228068086417,12380.312638149862
Jowar,2133,Jaipur,Rajasthan,2022-10-12,1.0,56293.53987340506,2077.9492521580883,0,27086.00594269882,16189.239935756108
Jowar,2319,Jaipur,Rajasthan,2022-11-11,1.2,89241.54278240504,2171.1675956579393,0,15579.857515449346,20796.276077062317
Jowar,2479,Jaipur,Rajasthan,2022-12-11,1.2,77487.07540713952,2689.54021986963,0,26672.527380405085,23801.522061060008
Jowar,2394,Jaipur,Rajasthan,2023-01-15,1.2,118564.76939322724,2204.202315418793,0,28172.575587840383,31270.979617568457
Jowar,2613,Jaipur,Rajasthan,2023-02-14,1.2,54638.293558087964,2635.4657397978717,0,30351.577977722278,19978.44177901974
Jowar,2691,Jaipur,Rajasthan,2023-03-15,1.0,134436.83009751714,2590.8990653822043,0,16611.270607377995,29793.377256391534
Jowar,2704,Jaipur,Rajasthan,2023-04-15,1.0,104668.68980170996,2580.381236066639,0,22832.101785460232,30729.65918073224
Jowar,2776,Jaipur,Rajasthan,2023-05-15,1.0,102049.11850996292,2856.9675097842614,0,22903.04159634966,20182.989600278954
Jowar,2690,Jaipur,Rajasthan,2023-06-14,0.9,58602.65411491273,2545.4054723163777,0,28850.972872856837,15085.364895286173
Jowar,2750,Jaipur,Rajasthan,2023-07-14,0.9,77549.63232493598,2979.0008087083174,0,34794.02104386321,27531.88740518388
Jowar,2963,Jaipur,Rajasthan,2023-08-13,0.9,141453.26636223993,2907.321620532141,0,31721.592549623434,44245.94076404625
Jowar,3250,Jaipur,Rajasthan,2023-09-12,1.0,99538.98531095132,3365.293975374291,0,40781.89175617876,45610.738873316615
Jowar,3300,Jaipur,Rajasthan,2023-10-12,1.0,131503.66684625784,3450.318773436866,0,19765.930691067268,29769.87634611071
Jowar,3400,Jaipur,Rajasthan,2023-11-11,1.2,169948.6277427096,3524.4003523452247,0,46856.71548948743,37184.5352969017
Jowar,3250,Jaipur,Rajasthan,2023-12-11,1.2,90649.29709877026,3512.2101565804655,0,33690.054754338445,28550.295987515172
Jowar,1845,Kanpur,Uttar Pradesh,2022-01-15,1.2,68786.07665345223,1745.7872886706134,0,9916.850285619339,11639.267427271861
Jowar,1868,Kanpur,Uttar Pradesh,2022-02-14,1.2,76388.37390303203,1713.3499778947273,0,21355.218896458922,32975.89461933589
Jowar,2003,Kanpur,Uttar Pradesh,2022-03-15,1.0,49952.4512461158,1824.9195583243786,0,20377.464162882403,14248.998043672585
Jowar,2153,Kanpur,Uttar Pradesh,2022-04-15,1.0,52662.7608891364,2315.6996911945457,0,15509.556817309604,19115.22595131556
Jowar,2188,Kanpur,Uttar Pradesh,2022-05-15,1.0,73712.0513212425,2395.1104130533863,0,27665.62903441644,19026.679979478104
Jowar,2171,Kanpur,Uttar Pradesh,2022-06-14,0.9,68547.96954218252,2085.257024191086,0,31122.76673372525,22740.134490460558
Jowar,2511,Kanpur,Uttar Pradesh,2022-07-14,0.9,104021.84885846145,2608.1826924193497,0,20657.581526010432,38189.472880148416
Jowar,2819,Kanpur,Uttar Pradesh,2022-08-13,0.9,62258.35680140694,2542.125027716032,0,28018.48309859344,19737.428744516757
Jowar,2886,Kanpur,Uttar Pradesh,2022-09-12,1.0,141890.18628346897,2706.2781076389483,0,18129.130462436664,45767.60322393795
Jowar,2953,Kanpur,Uttar Pradesh,2022-10-12,1.0,60324.79780754789,3064.78545028183,0,42221.98584100322,32954.82842773078
Jowar,2973,Kanpur,Uttar Pradesh,2022-11-11,1.2,113091.4475625413,2714.8764930368375,0,24342.806852479796,21731.934399542806
Jowar,2781,Kanpur,Uttar Pradesh,2022-12-11,1.2,102560.43747321621,2763.4852897654064,0,19321.962053683812,19711.161294208032
Jowar,3250,Kanpur,Uttar Pradesh,2023-01-15,1.2,78134.78375979826,3355.6791218430667,0,31798.931995007304,23762.399216800142
Jowar,3666,Kanpur,Uttar Pradesh,2023-02-14,1.2,89917.739778834,3861.000531201206,0,19916.736065113284,30537.870989577837
Jowar,3055,Kanpur,Uttar Pradesh,2023-03-15,1.0,133748.89175637753,3026.7815232855905,0,22999.16519396667,37320.04899921787
Jowar,2673,Kanpur,Uttar Pradesh,2023-04-15,1.0,124633.63354011305,2742.649847514745,0,15173.49129641541,38981.96904903252
Jowar,2931,Kanpur,Uttar Pradesh,2023-05-15,1.0,83505.68181015986,2954.1992340492807,0,18388.248538224994,22594.096761748497
Jowar,3702,Kanpur,Uttar Pradesh,2023-06-14,0.9,122680.27783768285,3370.527193650491,0,22662.072533054437,50591.06274775391
Jowar,3528,Kanpur,Uttar Pradesh,2023-07-14,0.9,108132.67514349933,3699.3229873305477,0,48418.97601303353,32224.52168272349
Jowar,3150,Kanpur,Uttar Pradesh,2023-08-13,0.9,69855.69272723861,2943.5880070077865,0,45058.697713090776,34116.44705594696
Jowar,2755,Kanpur,Uttar Pradesh,2023-09-12,1.0,110740.33093320664,2497.0248477098467,0,26848.085667243024,28248.63275600119
Jowar,3163,Kanpur,Uttar Pradesh,2023-10-12,1.0,141562.55758371192,3132.1088238440243,0,35755.09248880131,48131.61986171142
Jowar,3331,Kanpur,Uttar Pradesh,2023-11-11,1.2,97086.59418410333,3574.5877606469426,0,39835.49219783048,30826.843203746168
Jowar,3335,Kanpur,Uttar Pradesh,2023-12-11,1.2,165767.08815275336,3102.1032349199063,0,29725.299384483205,48846.59249987546
Jowar,2131,Bahraich,Uttar Pradesh,2022-01-15,1.2,47469.19005706095,1923.379881040655,1,18544.18505268394,18427.80168855356
Jowar,2169,Bahraich,Uttar Pradesh,2022-02-14,1.2,86442.72174791087,1999.808992475038,0,25498.092026961393,30062.99789187251
Jowar,2395,Bahraich,Uttar Pradesh,2022-03-15,1.0,80105.1828436995,2329.6927157648397,0,20997.31264012346,23778.380461309513
Jowar,2475,Bahraich,Uttar Pradesh,2022-04-15,1.0,82660.1911571692,2514.6850756456956,0,26754.985608866882,30337.72868585945
Jowar,2426,Bahraich,Uttar Pradesh,2022-05-15,1.0,81827.44793492106,2277.049487409955,0,24628.577590285968,23437.496540132342
Jowar,2251,Bahraich,Uttar Pradesh,2022-06-14,0.9,62488.780184810465,2386.9441950611617,0,23060.60812628109,22007.126264526516
Jowar,2254,Bahraich,Uttar Pradesh,2022-07-14,0.9,93466.35838420555,2368.1863419435263,1,29963.748769235208,35118.271959263504
Jowar,2633,Bahraich,Uttar Pradesh,2022-08-13,0.9,109657.32979545627,2736.141780500875,0,31702.82367730268,28097.865924592537
Jowar,2918,Bahraich,Uttar Pradesh,2022-09-12,1.0,83081.04301866409,2910.6873801329516,0,42622.719844831554,24460.120131835447
Jowar,3013,Bahraich,Uttar Pradesh,2022-10-12,1.0,135763.35099699532,2931.77973716374,0,38897.12577909009,39306.1057100466
Jowar,3148,Bahraich,Uttar Pradesh,2022-11-11,1.2,92882.83647833717,3069.6693365594447,0,20329.548359604716,23760.983509508424
Jowar,2920,Bahraich,Uttar Pradesh,2022-12-11,1.2,121918.1576612211,2921.7931924141485,0,36163.712447595404,36187.93266812309
Jowar,3050,Bahraich,Uttar Pradesh,2023-01-15,1.2,72071.47872735409,2792.1619589984193,0,35552.25039599763,19623.6357320272
Jowar,3338,Bahraich,Uttar Pradesh,2023-02-14,1.2,83653.78251036709,3459.7071270100505,0,38254.94803608881,27266.281867681268
Jowar,3180,Bahraich,Uttar Pradesh,2023-03-15,1.0,93726.90448608717,3085.5587979899165,0,31187.679112905716,32073.98796503833
Jowar,2588,Bahraich,Uttar Pradesh,2023-04-15,1.0,97868.35932173276,2445.5351434610657,0,14556.566244837728,18148.924024199445
Jowar,2575,Bahraich,Uttar Pradesh,2023-05-15,1.0,101365.76225322952,2460.8384413067993,0,37375.7327633843,33728.86583159449
Jowar,3188,Bahraich,Uttar Pradesh,2023-06-14,0.9,101667.50428696928,2984.1556362984925,0,43099.35926781425,24134.37118754118
Jowar,3096,Bahraich,Uttar Pradesh,2023-07-14,0.9,69149.70054090455,3344.650958558807,0,30551.576838271125,34045.51866372872
Jowar,3029,Bahraich,Uttar Pradesh,2023-08-13,0.9,94532.18083566586,2828.5029274124336,0,19948.417509537187,21582.00690078116
Jowar,2932,Bahraich,Uttar Pradesh,2023-09-12,1.0,119223.99070376696,3156.5478761199474,0,38833.53832833084,32000.37929411354
Jowar,3136,Bahraich,Uttar Pradesh,2023-10-12,1.0,125847.25298314013,3181.311057951413,0,29185.861545632066,30044.535542111364
Jowar,3375,Bahraich,Uttar Pradesh,2023-11-11,1.2,83719.88683705108,3623.029394887481,0,30041.34491833963,27914.111383565603
Jowar,3175,Bahraich,Uttar Pradesh,2023-12-11,1.2,64241.42316811912,3158.5307777350004,0,37000.885863863274,28082.859710738107
Jowar,3113,Kolkata,West Bengal,2022-01-15,1.2,132580.95323928434,3379.244753748917,1,39182.56515632144,24360.642701631074
Jowar,2950,Kolkata,West Bengal,2022-02-14,1.2,68413.58272509408,2779.7795387289266,0,16603.801730303512,26228.81691708565
Jowar,3113,Kolkata,West Bengal,2022-03-15,1.0,69950.58655482462,3147.0510853227133,0,39459.03124513176,23718.785119972657
Jowar,3180,Kolkata,West Bengal,2022-04-15,1.0,63857.696085979194,2942.033407166694,0,39239.30794298177,21125.35852855207
Jowar,3150,Kolkata,West Bengal,2022-05-15,1.0,103880.82530292962,3116.7487796774894,0,34310.10273144437,33906.557614374964
Jowar,3113,Kolkata,West Bengal,2022-06-14,0.9,109259.81570512707,3156.5220415323242,0,26099.980803968723,35847.70361454235
Jowar,3200,Kolkata,West Bengal,2022-07-14,0.9,125215.74843026469,3267.6321421908306,0,21273.668712186492,27265.3402718748
Jowar,3225,Kolkata,West Bengal,2022-08-13,0.9,93144.17658894268,3138.266074005195,0,19435.55825617959,20021.53327103775
Jowar,3160,Kolkata,West Bengal,2022-09-12,1.0,130548.26311346673,2892.2441258491986,0,15837.40472150675,39737.028670582404
Jowar,3188,Kolkata,West Bengal,2022-10-12,1.0,79954.8988423999,3287.0359031135795,1,22521.95040106392,31060.20757201694
Jowar,3225,Kolkata,West Bengal,2022-11-11,1.2,144995.03763842612,3217.538549992364,0,29390.617284111628,43530.39602283922
Jowar,3220,Kolkata,West Bengal,2022-12-11,1.2,119640.54857081705,2986.1499901143934,0,23945.347471082718,31184.62261234103
Jowar,3513,Kolkata,West Bengal,2023-01-15,1.2,131796.1484851802,3819.246456104726,0,28419.434153143997,43179.98781569733
Jowar,4075,Kolkata,West Bengal,2023-02-14,1.2,107145.04433449596,4446.369959679507,0,36285.93592596035,59626.48746483025
Jowar,4290,Kolkata,West Bengal,2023-03-15,1.0,95337.79603495997,4595.968188095315,0,34674.453033166996,39107.3102853255
